Species,#Training samples,Regularized training gain,Unregularized training gain,Iterations,Training AUC,#Test samples,Test gain,Test AUC,AUC Standard Deviation,#Background points,annual_mean_temperature contribution,annual_precipitation contribution,elevation contribution,mean_diurnal_range contribution,mean_temp_wettest_quarter contribution,precipitation_coldest_quarter contribution,precipitation_driest_quarter contribution,precipitation_seasonality contribution,precipitation_warmest_quarter contribution,temperature_seasonality contribution,annual_mean_temperature permutation importance,annual_precipitation permutation importance,elevation permutation importance,mean_diurnal_range permutation importance,mean_temp_wettest_quarter permutation importance,precipitation_coldest_quarter permutation importance,precipitation_driest_quarter permutation importance,precipitation_seasonality permutation importance,precipitation_warmest_quarter permutation importance,temperature_seasonality permutation importance,Entropy,Prevalence (average probability of presence over background sites),Fixed cumulative value 1 cumulative threshold,Fixed cumulative value 1 Cloglog threshold,Fixed cumulative value 1 area,Fixed cumulative value 1 training omission,Fixed cumulative value 1 test omission,Fixed cumulative value 1 binomial probability,Fixed cumulative value 5 cumulative threshold,Fixed cumulative value 5 Cloglog threshold,Fixed cumulative value 5 area,Fixed cumulative value 5 training omission,Fixed cumulative value 5 test omission,Fixed cumulative value 5 binomial probability,Fixed cumulative value 10 cumulative threshold,Fixed cumulative value 10 Cloglog threshold,Fixed cumulative value 10 area,Fixed cumulative value 10 training omission,Fixed cumulative value 10 test omission,Fixed cumulative value 10 binomial probability,Minimum training presence cumulative threshold,Minimum training presence Cloglog threshold,Minimum training presence area,Minimum training presence training omission,Minimum training presence test omission,Minimum training presence binomial probability,10 percentile training presence cumulative threshold,10 percentile training presence Cloglog threshold,10 percentile training presence area,10 percentile training presence training omission,10 percentile training presence test omission,10 percentile training presence binomial probability,Equal training sensitivity and specificity cumulative threshold,Equal training sensitivity and specificity Cloglog threshold,Equal training sensitivity and specificity area,Equal training sensitivity and specificity training omission,Equal training sensitivity and specificity test omission,Equal training sensitivity and specificity binomial probability,Maximum training sensitivity plus specificity cumulative threshold,Maximum training sensitivity plus specificity Cloglog threshold,Maximum training sensitivity plus specificity area,Maximum training sensitivity plus specificity training omission,Maximum training sensitivity plus specificity test omission,Maximum training sensitivity plus specificity binomial probability,Equal test sensitivity and specificity cumulative threshold,Equal test sensitivity and specificity Cloglog threshold,Equal test sensitivity and specificity area,Equal test sensitivity and specificity training omission,Equal test sensitivity and specificity test omission,Equal test sensitivity and specificity binomial probability,Maximum test sensitivity plus specificity cumulative threshold,Maximum test sensitivity plus specificity Cloglog threshold,Maximum test sensitivity plus specificity area,Maximum test sensitivity plus specificity training omission,Maximum test sensitivity plus specificity test omission,Maximum test sensitivity plus specificity binomial probability,"Balance training omission, predicted area and threshold value cumulative threshold","Balance training omission, predicted area and threshold value Cloglog threshold","Balance training omission, predicted area and threshold value area","Balance training omission, predicted area and threshold value training omission","Balance training omission, predicted area and threshold value test omission","Balance training omission, predicted area and threshold value binomial probability",Equate entropy of thresholded and original distributions cumulative threshold,Equate entropy of thresholded and original distributions Cloglog threshold,Equate entropy of thresholded and original distributions area,Equate entropy of thresholded and original distributions training omission,Equate entropy of thresholded and original distributions test omission,Equate entropy of thresholded and original distributions binomial probability
357_2,58,2.9015,3.4716,500,0.9510,15,3.5738,0.9661,0.0275,10051,42.7807,6.3430,6.6118,6.5058,0.4016,0.0121,2.2901,13.9023,0.7146,20.4379,6.6305,2.0322,0.0000,5.8142,0.0000,0.0000,2.7678,51.9179,0.0000,30.8374,6.3150,0.0269,1.0000,0.0093,0.1061,0.1034,0.0667,3.08E-13,5.0000,0.0093,0.1061,0.1034,0.0667,3.08E-13,10.0000,0.0093,0.1061,0.1034,0.0667,3.08E-13,0.5178,0.0093,0.7578,0.0000,0.0000,1.562E-2,0.5178,0.0093,0.7578,0.0000,0.0000,1.562E-2,11.5894,0.0100,0.1035,0.1034,0.0667,2.185E-13,23.9412,0.3733,0.0188,0.1034,0.0667,1.018E-23,12.9568,0.0363,0.0667,0.1034,0.0667,4.812E-16,32.1613,0.6436,0.0125,0.1207,0.0667,3.509E-26,0.5178,0.0093,0.7578,0.0000,0.0000,1.562E-2,13.9455,0.0549,0.0549,0.1034,0.0667,3.232E-17
357_3,59,3.1214,3.6926,500,0.9656,14,2.6133,0.9005,0.0476,10054,39.9577,6.7946,12.3830,4.9485,0.2112,0.0056,2.6322,12.7387,0.5503,19.7781,2.1980,0.0000,3.4839,4.8192,4.8756,0.0000,0.0000,36.2869,4.1605,44.1758,6.0993,0.0222,1.0000,0.0050,0.1144,0.0678,0.2143,1.145E-8,5.0000,0.0050,0.1144,0.0678,0.2143,1.145E-8,10.0000,0.0452,0.0548,0.0678,0.2143,4.177E-12,0.3362,0.0050,0.7660,0.0000,0.0000,2.393E-2,30.6196,0.6258,0.0120,0.0847,0.2857,6.106E-17,8.9691,0.0252,0.0678,0.0678,0.2143,4.201E-11,20.8857,0.3518,0.0183,0.0678,0.2143,2.669E-17,7.6704,0.0050,0.1144,0.0678,0.2143,1.145E-8,30.3367,0.6129,0.0121,0.0847,0.2143,2.956E-19,8.5150,0.0175,0.0772,0.0678,0.2143,1.692E-10,11.3476,0.0655,0.0443,0.0678,0.2143,4.106E-13
357_4,59,2.9388,3.4762,500,0.9517,14,3.3624,0.9626,0.0293,10053,41.6095,7.7619,7.3768,3.0314,2.3833,0.0120,2.0968,13.9628,0.7575,21.0080,3.5286,0.0000,0.0000,0.0000,2.2721,0.1369,3.8157,48.6151,0.0000,41.6315,6.2762,0.0259,1.0000,0.0088,0.1060,0.1017,0.0714,2.705E-12,5.0000,0.0088,0.1060,0.1017,0.0714,2.705E-12,10.0000,0.0088,0.1060,0.1017,0.0714,2.705E-12,0.5424,0.0088,0.7577,0.0000,0.0000,2.055E-2,0.5424,0.0088,0.7577,0.0000,0.0000,2.055E-2,11.4539,0.0101,0.1017,0.1017,0.0714,1.571E-12,27.8076,0.5255,0.0147,0.1017,0.2143,2.461E-18,12.4382,0.0267,0.0714,0.1017,0.0714,1.645E-14,20.3826,0.2304,0.0234,0.1017,0.0714,8.524E-21,12.0816,0.0208,0.0795,0.1017,0.0714,6.548E-14,13.8611,0.0543,0.0528,0.1017,0.0714,3.316E-16
357 (average),58.4000,2.9478,3.5021,500.0000,0.9539,14.6000,3.3433,0.9521,0.0286,10052.0000,41.2439,6.7956,8.3277,4.6750,0.9507,0.1782,1.5961,13.8680,1.2796,21.0851,6.8657,0.4755,2.0113,2.1267,2.5553,0.0274,2.3346,44.6382,1.3293,37.6361,6.2691,0.0260,1.0000,0.0085,0.1085,0.0960,0.0971,0.0000,5.0000,0.0085,0.1085,0.0960,0.0971,0.0000,10.0000,0.0176,0.0932,0.0960,0.0971,0.0000,0.4813,0.0085,0.7602,0.0000,0.0000,0.0185,10.1392,0.1705,0.4617,0.0342,0.0838,0.0103,11.1306,0.0148,0.0927,0.0960,0.0971,0.0000,23.4215,0.3714,0.0192,0.0960,0.1257,0.0000,18.5166,0.1967,0.0743,0.1373,0.0971,0.0000,31.6742,0.5731,0.0142,0.1476,0.0971,0.0000,6.4357,0.0159,0.3502,0.0511,0.0838,0.0061,13.4181,0.0566,0.0528,0.0960,0.0971,0.0000
3834_0,113,2.6016,2.8043,500,0.9691,29,2.4553,0.9465,0.0226,10110,37.4074,9.0709,3.6304,3.5590,5.2752,1.7584,0.9256,0.4157,0.1654,37.7920,2.1553,0.0000,46.2978,0.0000,2.1184,0.0000,0.9479,0.0000,1.6153,46.8654,6.6281,0.0419,1.0000,0.0032,0.1728,0.0265,0.0690,1.72E-27,5.0000,0.0618,0.0829,0.0265,0.0690,6.157E-62,10.0000,0.2362,0.0572,0.0442,0.0690,0E0,0.1509,0.0032,0.8208,0.0000,0.0000,5.927E-3,14.5045,0.3537,0.0476,0.0973,0.1379,0E0,11.6640,0.2857,0.0531,0.0531,0.0690,0E0,7.3788,0.1508,0.0664,0.0265,0.0690,0E0,6.8519,0.1307,0.0689,0.0265,0.0690,0E0,13.3977,0.3253,0.0496,0.0708,0.0690,0E0,4.0178,0.0294,0.0997,0.0265,0.0690,8.705E-51,5.8976,0.0972,0.0748,0.0265,0.0690,0E0
3834_1,113,2.5708,2.7828,500,0.9658,29,2.5889,0.9623,0.0160,10109,44.3627,5.6948,2.8709,2.9575,3.8501,5.1216,1.2427,0.7591,0.4984,32.6421,3.0801,0.2628,34.5523,0.0000,1.2994,0.0000,1.4299,0.3870,1.0451,57.9433,6.6497,0.0424,1.0000,0.0042,0.1605,0.0354,0.0345,1.685E-32,5.0000,0.0377,0.0920,0.0354,0.0345,7.336E-60,10.0000,0.2120,0.0581,0.0442,0.0690,0E0,0.1993,0.0042,0.8085,0.0000,0.0000,4.384E-3,15.6717,0.3800,0.0453,0.0973,0.1724,0E0,11.7725,0.2633,0.0531,0.0531,0.1034,0E0,10.2124,0.2178,0.0575,0.0442,0.0690,0E0,9.4834,0.2021,0.0598,0.0442,0.0690,0E0,9.4575,0.2016,0.0598,0.0442,0.0345,0E0,4.7537,0.0301,0.0976,0.0354,0.0345,3.671E-56,6.2576,0.0883,0.0764,0.0354,0.0345,0E0
3834_2,114,2.6116,2.8172,500,0.9697,28,2.4102,0.9453,0.0233,10111,42.9339,3.9941,3.1150,3.1175,7.2903,5.1253,1.6558,0.8389,0.8437,31.0856,0.0000,0.3129,58.6212,0.0000,0.0662,0.1062,0.0000,0.3103,0.0068,40.5765,6.6130,0.0413,1.0000,0.0031,0.1718,0.0263,0.0714,1.251E-26,5.0000,0.0637,0.0812,0.0263,0.0714,7.343E-61,10.0000,0.2335,0.0565,0.0614,0.0714,0E0,0.1520,0.0031,0.8197,0.0000,0.0000,6.538E-3,15.0207,0.3555,0.0460,0.0965,0.1786,0E0,9.9223,0.2311,0.0567,0.0526,0.0714,0E0,6.9225,0.1413,0.0676,0.0263,0.0714,0E0,6.2505,0.1143,0.0714,0.0263,0.0714,0E0,11.6805,0.2857,0.0523,0.0789,0.0714,0E0,3.9100,0.0289,0.0993,0.0263,0.0714,4.806E-49,5.9082,0.1034,0.0736,0.0263,0.0714,0E0
3834_3,114,2.5000,2.7113,500,0.9615,28,2.8779,0.9803,0.0035,10109,39.8026,8.7154,3.2599,3.3065,5.1093,2.4009,2.1011,1.4000,1.1759,32.7284,0.5331,0.0000,51.7369,0.0000,1.1672,0.6653,0.0000,0.0000,1.5946,44.3029,6.7209,0.0451,1.0000,0.0056,0.1564,0.0000,0.0000,5.153E-35,5.0000,0.0125,0.1248,0.0439,0.0000,6.742E-45,10.0000,0.2070,0.0621,0.0439,0.0357,0E0,4.6723,0.0056,0.1564,0.0000,0.0000,5.153E-35,17.3520,0.4093,0.0450,0.0965,0.0714,0E0,13.2453,0.2928,0.0528,0.0526,0.0357,0E0,12.2635,0.2661,0.0552,0.0439,0.0357,0E0,16.0814,0.3780,0.0471,0.0789,0.0357,0E0,6.7705,0.0788,0.0801,0.0439,0.0000,0E0,4.6723,0.0056,0.1564,0.0000,0.0000,5.153E-35,6.6040,0.0695,0.0820,0.0439,0.0000,0E0
3834_4,114,2.5046,2.7287,500,0.9624,28,2.8604,0.9795,0.0039,10109,42.1563,5.1928,2.7494,3.1024,6.7454,4.9611,1.3373,0.9601,0.7477,32.0474,3.1689,0.4656,10.5058,1.3521,0.0000,0.0000,1.2662,0.0000,0.0000,83.2415,6.7165,0.0449,1.0000,0.0056,0.1551,0.0439,0.0000,2.441E-35,5.0000,0.0122,0.1230,0.0439,0.0000,1.204E-45,10.0000,0.1953,0.0626,0.0526,0.0357,0E0,0.2564,0.0055,0.8031,0.0000,0.0000,4.4E-3,13.5755,0.2994,0.0523,0.0965,0.1071,0E0,10.7172,0.2179,0.0601,0.0614,0.0357,0E0,10.6875,0.2166,0.0602,0.0526,0.0357,0E0,11.0803,0.2269,0.0590,0.0614,0.0714,0E0,7.7571,0.1306,0.0727,0.0526,0.0000,0E0,5.6540,0.0321,0.0971,0.0439,0.0000,7.605E-59,6.5898,0.0720,0.0816,0.0439,0.0000,0E0
3834 (average),113.6000,2.5577,2.7689,500.0000,0.9657,28.4000,2.6385,0.9628,0.0139,10109.6000,41.3326,6.5336,3.1251,3.2086,5.6541,3.8735,1.4525,0.8748,0.6862,33.2591,1.7875,0.2083,40.3428,0.2704,0.9302,0.1543,0.7288,0.1395,0.8524,54.5859,6.6656,0.0431,1.0000,0.0043,0.1633,0.0264,0.0350,0.0000,5.0000,0.0376,0.1008,0.0352,0.0350,0.0000,10.0000,0.2168,0.0593,0.0493,0.0562,0.0000,1.0862,0.0043,0.6817,0.0000,0.0000,0.0042,15.2249,0.3596,0.0472,0.0968,0.1335,0.0000,11.4643,0.2582,0.0552,0.0546,0.0630,0.0000,9.4929,0.1985,0.0614,0.0387,0.0562,0.0000,9.9495,0.2104,0.0612,0.0475,0.0633,0.0000,9.8127,0.2044,0.0629,0.0581,0.0350,0.0000,4.6016,0.0252,0.1100,0.0264,0.0350,0.0000,6.2514,0.0861,0.0777,0.0352,0.0350,0.0000
42341_0,96,2.6862,2.9660,500,0.9745,25,3.0035,0.9823,0.0034,10094,39.1418,7.2198,0.6948,3.6422,5.4086,6.6165,1.2582,1.0214,0.8335,34.1633,0.0000,2.6715,50.4576,0.0000,3.1555,0.0000,0.0000,1.0318,0.7869,41.8967,6.5349,0.0384,1.0000,0.0023,0.1694,0.0208,0.0000,5.288E-20,5.0000,0.0855,0.0752,0.0312,0.0000,8.025E-29,10.0000,0.2363,0.0538,0.0312,0.0400,8.177E-30,0.0966,0.0023,0.8184,0.0000,0.0000,6.672E-3,20.7248,0.4557,0.0361,0.0938,0.0800,1.813E-31,13.7422,0.3150,0.0458,0.0417,0.0800,4.28E-29,12.1474,0.2804,0.0488,0.0312,0.0800,1.895E-28,11.2218,0.2594,0.0508,0.0312,0.0400,2.097E-30,6.9921,0.1438,0.0637,0.0312,0.0000,1.27E-30,3.2445,0.0267,0.0981,0.0208,0.0000,6.156E-26,6.0976,0.1168,0.0682,0.0312,0.0000,6.889E-30
42341_1,97,2.7446,3.0335,500,0.9794,24,2.7565,0.9623,0.0205,10096,30.4261,11.9156,2.1378,3.6199,6.8957,9.2237,1.2802,0.5322,0.7032,33.2656,0.0000,2.4067,57.5549,0.4310,1.3984,0.1657,0.0000,0.0000,0.0000,38.0433,6.4753,0.0369,1.0000,0.0011,0.1897,0.0000,0.0000,4.704E-18,5.0000,0.1093,0.0686,0.0206,0.0417,3.909E-26,10.0000,0.2495,0.0516,0.0309,0.0417,5.624E-29,1.1346,0.0011,0.1897,0.0000,0.0000,4.704E-18,20.4218,0.4422,0.0356,0.0928,0.1667,9.67E-26,12.5727,0.3039,0.0466,0.0515,0.0833,1.248E-27,10.8607,0.2634,0.0498,0.0309,0.0417,2.51E-29,11.3694,0.2810,0.0487,0.0412,0.0417,1.511E-29,11.3694,0.2810,0.0487,0.0412,0.0417,1.511E-29,2.1323,0.0254,0.0988,0.0103,0.0417,1.628E-22,5.9206,0.1380,0.0642,0.0206,0.0417,8.384E-27
42341_2,97,2.6738,2.9549,500,0.9744,24,3.0234,0.9832,0.0028,10095,37.6245,13.3958,1.2176,3.6831,6.0628,1.9869,0.3218,0.5080,0.2941,34.9054,1.2435,2.9082,49.0594,0.0000,3.3109,0.7967,0.0000,0.0000,0.6698,42.0115,6.5445,0.0389,1.0000,0.0022,0.1715,0.0000,0.0000,4.174E-19,5.0000,0.0898,0.0752,0.0206,0.0000,1.065E-27,10.0000,0.2371,0.0540,0.0412,0.0000,3.758E-31,2.1967,0.0022,0.1715,0.0000,0.0000,4.174E-19,21.6853,0.4745,0.0355,0.0928,0.1667,9.167E-26,11.1121,0.2713,0.0515,0.0515,0.0000,1.218E-31,7.2835,0.1546,0.0625,0.0309,0.0000,1.265E-29,16.7034,0.3798,0.0417,0.0722,0.0417,4.232E-31,14.1963,0.3320,0.0456,0.0722,0.0000,6.421E-33,2.1967,0.0022,0.1715,0.0000,0.0000,4.174E-19,5.9809,0.1145,0.0688,0.0309,0.0000,1.286E-28
42341_3,97,2.7910,3.0640,500,0.9796,24,2.5227,0.9574,0.0209,10096,38.8057,12.9348,2.3888,3.7275,5.2605,0.1059,1.0211,0.1866,0.9368,34.6323,0.3995,2.7306,59.5906,0.0469,2.5291,0.0000,0.0000,0.0000,0.2941,34.4092,6.4311,0.0350,1.0000,0.0010,0.2007,0.0103,0.0417,1.757E-15,5.0000,0.0946,0.0689,0.0103,0.0833,6.726E-24,10.0000,0.2296,0.0507,0.0206,0.0833,8.135E-27,0.0553,0.0010,0.8495,0.0000,0.0000,1.997E-2,18.2282,0.3830,0.0367,0.0928,0.2083,1.952E-23,14.7634,0.3276,0.0417,0.0412,0.1667,2.284E-24,11.1005,0.2540,0.0482,0.0206,0.0833,2.718E-27,3.2941,0.0503,0.0833,0.0103,0.0833,4.198E-22,3.2343,0.0493,0.0840,0.0103,0.0417,3.994E-24,2.2903,0.0242,0.1003,0.0103,0.0417,2.344E-22,6.4845,0.1391,0.0614,0.0103,0.0833,5.366E-25
42341_4,97,2.6555,2.9309,500,0.9738,24,3.0917,0.9852,0.0025,10095,37.1914,12.5559,2.0904,3.5621,6.4307,1.8482,0.4566,0.2407,0.2703,35.3538,0.0000,3.5133,50.8822,0.0204,3.5575,0.0000,0.0000,0.8180,0.0000,41.2086,6.5632,0.0397,1.0000,0.0023,0.1750,0.0206,0.0000,6.841E-19,5.0000,0.0875,0.0769,0.0206,0.0000,1.812E-27,10.0000,0.2434,0.0553,0.0412,0.0000,6.617E-31,0.0971,0.0023,0.8240,0.0000,0.0000,9.592E-3,18.8198,0.4240,0.0398,0.0928,0.0417,1.466E-31,14.0337,0.3332,0.0469,0.0515,0.0000,1.253E-32,14.0337,0.3332,0.0469,0.0412,0.0000,1.253E-32,17.3940,0.3998,0.0417,0.0825,0.0417,4.232E-31,16.2145,0.3779,0.0433,0.0515,0.0000,1.875E-33,3.2785,0.0276,0.0999,0.0206,0.0000,9.649E-25,6.0260,0.1142,0.0701,0.0309,0.0000,2.006E-28
42341 (average),96.8000,2.7102,2.9899,500.0000,0.9763,24.2000,2.8796,0.9741,0.0100,10095.2000,36.6379,11.6044,1.7059,3.6470,6.0117,3.9562,0.8676,0.4978,0.6076,34.4641,0.3286,2.8461,53.5089,0.0997,2.7903,0.1925,0.0000,0.3700,0.3502,39.5139,6.5098,0.0378,1.0000,0.0018,0.1813,0.0103,0.0083,0.0000,5.0000,0.0933,0.0730,0.0207,0.0250,0.0000,10.0000,0.2392,0.0531,0.0330,0.0330,0.0000,0.7161,0.0018,0.5706,0.0000,0.0000,0.0072,19.9760,0.4359,0.0367,0.0930,0.1327,0.0000,13.2448,0.3102,0.0465,0.0475,0.0660,0.0000,11.0852,0.2571,0.0512,0.0310,0.0410,0.0000,11.9965,0.2741,0.0532,0.0475,0.0497,0.0000,10.4013,0.2368,0.0571,0.0413,0.0167,0.0000,2.6285,0.0212,0.1137,0.0124,0.0167,0.0000,6.1019,0.1245,0.0665,0.0248,0.0250,0.0000
4663_0,70,1.9317,2.3594,500,0.9148,18,1.9861,0.8844,0.0447,10058,47.2840,2.4026,12.8563,4.2779,1.4371,5.1199,0.2487,2.6877,0.8358,22.8499,0.0000,1.3993,9.3011,8.4355,0.0000,0.7653,0.0000,6.9673,0.0000,73.1315,7.2851,0.0758,1.0000,0.0358,0.1438,0.1571,0.2222,2.773E-9,5.0000,0.0358,0.1438,0.1571,0.2222,2.773E-9,10.0000,0.0358,0.1438,0.1571,0.2222,2.773E-9,0.6087,0.0356,0.7951,0.0000,0.0000,1.612E-2,0.6087,0.0356,0.7951,0.0000,0.0000,1.612E-2,16.9043,0.0358,0.1438,0.1571,0.2222,2.773E-9,34.4056,0.5195,0.0379,0.2000,0.3333,1.309E-13,16.9043,0.0358,0.1438,0.1571,0.2222,2.773E-9,28.3908,0.3721,0.0530,0.2000,0.2222,3.441E-15,0.6087,0.0356,0.7951,0.0000,0.0000,1.612E-2,16.9043,0.0358,0.1438,0.1571,0.2222,2.773E-9
4663_1,70,1.8865,2.3040,500,0.9085,18,2.1776,0.9065,0.0399,10057,50.6593,5.1073,9.6061,4.8111,1.1996,0.4771,1.7076,5.8332,0.2427,20.3560,2.7675,0.9785,0.1574,2.0816,1.6776,0.2014,0.0000,9.4604,0.0000,82.6757,7.3322,0.0792,1.0000,0.0406,0.1416,0.1714,0.1667,9.815E-11,5.0000,0.0406,0.1416,0.1714,0.1667,9.815E-11,10.0000,0.0406,0.1416,0.1714,0.1667,9.815E-11,0.6356,0.0406,0.7930,0.0000,0.0000,1.537E-2,0.6356,0.0406,0.7930,0.0000,0.0000,1.537E-2,18.3812,0.0406,0.1416,0.1714,0.1667,9.815E-11,31.3091,0.4324,0.0462,0.2000,0.2222,5.235E-16,18.3812,0.0406,0.1416,0.1714,0.1667,9.815E-11,38.4414,0.6056,0.0312,0.2714,0.2222,2.274E-18,0.6356,0.0406,0.7930,0.0000,0.0000,1.537E-2,18.3812,0.0406,0.1416,0.1714,0.1667,9.815E-11
4663_2,70,1.7945,2.2563,500,0.8980,18,2.5457,0.9582,0.0242,10055,46.6282,3.1459,10.8244,4.5102,2.5344,2.4990,1.9088,4.8426,0.4374,22.6691,0.0000,0.0000,2.2278,5.8821,0.0000,3.3288,0.0000,2.2093,3.7359,82.6162,7.4205,0.0870,1.0000,0.0517,0.1343,0.2000,0.0556,2.353E-14,5.0000,0.0517,0.1343,0.2000,0.0556,2.353E-14,10.0000,0.0517,0.1343,0.2000,0.0556,2.353E-14,0.6595,0.0513,0.7858,0.0000,0.0000,1.304E-2,0.6595,0.0513,0.7858,0.0000,0.0000,1.304E-2,21.3215,0.0517,0.1343,0.2000,0.0556,2.353E-14,39.9653,0.6333,0.0315,0.2429,0.3333,1.499E-14,30.3463,0.3495,0.0556,0.2429,0.0556,7.895E-21,33.8387,0.4587,0.0443,0.2429,0.0556,1.653E-22,0.6595,0.0513,0.7858,0.0000,0.0000,1.304E-2,21.3215,0.0517,0.1343,0.2000,0.0556,2.353E-14
4663_3,71,1.9697,2.3915,500,0.9165,17,1.8708,0.8765,0.0464,10059,49.5563,1.7627,14.3373,2.3658,1.3273,4.8756,1.6111,2.7247,1.4587,19.9805,16.3839,0.0000,19.3524,0.0000,0.0000,0.0000,4.0803,1.6029,0.0000,58.5804,7.2490,0.0727,1.0000,0.0343,0.1408,0.1549,0.2353,1.159E-8,5.0000,0.0343,0.1408,0.1549,0.2353,1.159E-8,10.0000,0.0343,0.1408,0.1549,0.2353,1.159E-8,0.5417,0.0340,0.7920,0.0000,0.0000,1.899E-2,0.5417,0.0340,0.7920,0.0000,0.0000,1.899E-2,16.6538,0.0343,0.1408,0.1549,0.2353,1.159E-8,31.3209,0.4349,0.0424,0.1831,0.2941,1.688E-13,16.6538,0.0343,0.1408,0.1549,0.2353,1.159E-8,19.6686,0.1474,0.0928,0.1690,0.2353,6.244E-11,0.5417,0.0340,0.7920,0.0000,0.0000,1.899E-2,16.6791,0.0356,0.1398,0.1549,0.2353,1.062E-8
4663_4,71,1.8783,2.3012,500,0.9097,17,2.1985,0.9049,0.0420,10059,52.0010,2.6256,11.2518,1.5993,1.4204,5.5438,0.6112,3.7072,1.4616,19.7780,11.4107,5.1379,9.9613,1.4091,8.0382,3.0740,4.2424,0.0000,0.0000,56.7264,7.3370,0.0796,1.0000,0.0401,0.1411,0.0000,0.0000,3.47E-15,5.0000,0.0401,0.1411,0.0000,0.0000,3.47E-15,10.0000,0.0401,0.1411,0.0000,0.0000,3.47E-15,18.0971,0.0401,0.1411,0.0000,0.0000,3.47E-15,18.0971,0.0401,0.1411,0.0000,0.0000,3.47E-15,18.0997,0.0401,0.1411,0.1690,0.1765,5.504E-10,18.0971,0.0401,0.1411,0.0000,0.0000,3.47E-15,18.0997,0.0401,0.1411,0.1690,0.1765,5.504E-10,18.0971,0.0401,0.1411,0.0000,0.0000,3.47E-15,18.0971,0.0401,0.1411,0.0000,0.0000,3.47E-15,18.0971,0.0401,0.1411,0.0000,0.0000,3.47E-15
4663 (average),70.4000,1.8921,2.3225,500.0000,0.9095,17.6000,2.1557,0.9061,0.0394,10057.6000,49.2258,3.0088,11.7752,3.5129,1.5838,3.7031,1.2175,3.9591,0.8872,21.1267,6.1124,1.5031,8.2000,3.5617,1.9432,1.4739,1.6645,4.0480,0.7472,70.7460,7.3248,0.0789,1.0000,0.0405,0.1403,0.1367,0.1360,0.0000,5.0000,0.0405,0.1403,0.1367,0.1360,0.0000,10.0000,0.0405,0.1403,0.1367,0.1360,0.0000,4.1085,0.0403,0.6614,0.0000,0.0000,0.0127,4.1085,0.0403,0.6614,0.0000,0.0000,0.0127,18.2721,0.0405,0.1403,0.1705,0.1713,0.0000,31.0196,0.4120,0.0598,0.1652,0.2366,0.0000,20.0771,0.1001,0.1246,0.1791,0.1713,0.0000,27.6873,0.3248,0.0725,0.1767,0.1471,0.0000,4.1085,0.0403,0.6614,0.0000,0.0000,0.0127,18.2766,0.0408,0.1401,0.1367,0.1360,0.0000
4747_0,85,2.4356,2.7783,500,0.9596,22,2.8408,0.9806,0.0041,10080,27.2903,6.5017,0.8613,9.1573,2.9290,5.7744,0.6240,5.0630,1.7306,40.0685,4.9989,1.1343,46.7726,8.0929,0.6332,0.0000,1.1967,1.4861,0.1462,35.5391,6.7853,0.0478,1.0000,0.0068,0.1859,0.0000,0.0000,8.41E-17,5.0000,0.0068,0.1859,0.0000,0.0000,8.41E-17,10.0000,0.1195,0.0956,0.0471,0.0000,3.746E-23,5.1737,0.0068,0.1859,0.0000,0.0000,8.41E-17,17.5529,0.2404,0.0605,0.0941,0.0000,1.589E-27,13.7677,0.1798,0.0747,0.0706,0.0000,1.634E-25,11.4532,0.1409,0.0865,0.0471,0.0000,4.123E-24,20.6451,0.2920,0.0519,0.1412,0.0455,2.169E-26,19.1829,0.2700,0.0558,0.1176,0.0000,2.619E-28,5.1737,0.0068,0.1859,0.0000,0.0000,8.41E-17,11.2497,0.1380,0.0877,0.0471,0.0000,5.57E-24
4747_1,85,2.5023,2.8516,500,0.9702,22,2.6652,0.9394,0.0319,10082,28.1928,7.5462,0.7469,10.1179,2.9756,6.4859,0.2751,4.3277,1.2771,38.0548,5.0805,0.1525,48.3291,4.0965,0.6765,0.0000,0.0000,1.1759,0.1267,40.3623,6.7155,0.0455,1.0000,0.0032,0.2053,0.0235,0.0909,2.649E-12,5.0000,0.0648,0.1204,0.0235,0.0909,7.435E-17,10.0000,0.1475,0.0824,0.0353,0.0909,4.109E-20,0.0850,0.0031,0.8551,0.0000,0.0000,3.193E-2,19.9710,0.3199,0.0500,0.0941,0.1818,2.29E-20,15.5109,0.2409,0.0612,0.0588,0.1818,8.352E-19,11.0426,0.1653,0.0775,0.0353,0.0909,1.2E-20,8.4869,0.1257,0.0910,0.0235,0.0909,2.893E-19,11.1129,0.1664,0.0771,0.0471,0.0909,1.084E-20,3.5867,0.0320,0.1444,0.0235,0.0909,2.676E-15,10.1259,0.1486,0.0818,0.0353,0.0909,3.559E-20
