Species,#Training samples,Regularized training gain,Unregularized training gain,Iterations,Training AUC,#Test samples,Test gain,Test AUC,AUC Standard Deviation,#Background points,annual_mean_temperature contribution,annual_precipitation contribution,elevation contribution,isothermality contribution,max_temp_coldest_month contribution,max_temp_warmest_month contribution,mean_diurnal_range contribution,mean_temp_coldest_quarter contribution,mean_temp_driest_quarter contribution,mean_temp_warmest_quarter contribution,mean_temp_wettest_quarter contribution,precipitation_coldest_quarter contribution,precipitation_driest_month contribution,precipitation_driest_quarter contribution,precipitation_seasonality contribution,precipitation_warmest_quarter contribution,precipitation_wettest_month contribution,precipitation_wettest_quarter contribution,temp_annual_range contribution,temperature_seasonality contribution,annual_mean_temperature permutation importance,annual_precipitation permutation importance,elevation permutation importance,isothermality permutation importance,max_temp_coldest_month permutation importance,max_temp_warmest_month permutation importance,mean_diurnal_range permutation importance,mean_temp_coldest_quarter permutation importance,mean_temp_driest_quarter permutation importance,mean_temp_warmest_quarter permutation importance,mean_temp_wettest_quarter permutation importance,precipitation_coldest_quarter permutation importance,precipitation_driest_month permutation importance,precipitation_driest_quarter permutation importance,precipitation_seasonality permutation importance,precipitation_warmest_quarter permutation importance,precipitation_wettest_month permutation importance,precipitation_wettest_quarter permutation importance,temp_annual_range permutation importance,temperature_seasonality permutation importance,Entropy,Prevalence (average probability of presence over background sites),Fixed cumulative value 1 cumulative threshold,Fixed cumulative value 1 Cloglog threshold,Fixed cumulative value 1 area,Fixed cumulative value 1 training omission,Fixed cumulative value 1 test omission,Fixed cumulative value 1 binomial probability,Fixed cumulative value 5 cumulative threshold,Fixed cumulative value 5 Cloglog threshold,Fixed cumulative value 5 area,Fixed cumulative value 5 training omission,Fixed cumulative value 5 test omission,Fixed cumulative value 5 binomial probability,Fixed cumulative value 10 cumulative threshold,Fixed cumulative value 10 Cloglog threshold,Fixed cumulative value 10 area,Fixed cumulative value 10 training omission,Fixed cumulative value 10 test omission,Fixed cumulative value 10 binomial probability,Minimum training presence cumulative threshold,Minimum training presence Cloglog threshold,Minimum training presence area,Minimum training presence training omission,Minimum training presence test omission,Minimum training presence binomial probability,10 percentile training presence cumulative threshold,10 percentile training presence Cloglog threshold,10 percentile training presence area,10 percentile training presence training omission,10 percentile training presence test omission,10 percentile training presence binomial probability,Equal training sensitivity and specificity cumulative threshold,Equal training sensitivity and specificity Cloglog threshold,Equal training sensitivity and specificity area,Equal training sensitivity and specificity training omission,Equal training sensitivity and specificity test omission,Equal training sensitivity and specificity binomial probability,Maximum training sensitivity plus specificity cumulative threshold,Maximum training sensitivity plus specificity Cloglog threshold,Maximum training sensitivity plus specificity area,Maximum training sensitivity plus specificity training omission,Maximum training sensitivity plus specificity test omission,Maximum training sensitivity plus specificity binomial probability,Equal test sensitivity and specificity cumulative threshold,Equal test sensitivity and specificity Cloglog threshold,Equal test sensitivity and specificity area,Equal test sensitivity and specificity training omission,Equal test sensitivity and specificity test omission,Equal test sensitivity and specificity binomial probability,Maximum test sensitivity plus specificity cumulative threshold,Maximum test sensitivity plus specificity Cloglog threshold,Maximum test sensitivity plus specificity area,Maximum test sensitivity plus specificity training omission,Maximum test sensitivity plus specificity test omission,Maximum test sensitivity plus specificity binomial probability,"Balance training omission, predicted area and threshold value cumulative threshold","Balance training omission, predicted area and threshold value Cloglog threshold","Balance training omission, predicted area and threshold value area","Balance training omission, predicted area and threshold value training omission","Balance training omission, predicted area and threshold value test omission","Balance training omission, predicted area and threshold value binomial probability",Equate entropy of thresholded and original distributions cumulative threshold,Equate entropy of thresholded and original distributions Cloglog threshold,Equate entropy of thresholded and original distributions area,Equate entropy of thresholded and original distributions training omission,Equate entropy of thresholded and original distributions test omission,Equate entropy of thresholded and original distributions binomial probability
201044_4,138,2.5729,2.8772,500,0.9562,34,2.5988,0.9529,0.0194,10129,28.2407,2.6142,0.1414,17.8176,3.1286,5.4977,11.9863,2.4486,1.6436,0.0196,0.1158,0.0383,0.0013,0.1074,0.0066,0.0497,0.0000,0.0000,0.0000,26.1426,3.8740,0.6300,0.0000,8.6895,9.2905,1.5389,2.5301,4.6593,2.4864,0.0000,0.7884,0.3320,0.0000,0.0000,3.0275,1.5721,0.0000,0.0000,0.0000,60.5814,6.6501,0.0397,1.0000,0.0078,0.1661,0.0652,0.0588,3.036E-34,5.0000,0.0078,0.1661,0.0652,0.0588,3.036E-34,10.0000,0.0636,0.0845,0.0652,0.0882,0E0,0.3401,0.0078,0.8128,0.0000,0.0000,2.569E-3,17.1641,0.2258,0.0435,0.0942,0.1765,0E0,11.2557,0.0892,0.0725,0.0725,0.1176,0E0,17.1641,0.2258,0.0435,0.0942,0.1765,0E0,9.6992,0.0571,0.0883,0.0652,0.0882,1.419E-64,8.9211,0.0444,0.0995,0.0652,0.0588,1.051E-60,8.0287,0.0300,0.1176,0.0652,0.0588,1.444E-50,10.8210,0.0803,0.0762,0.0725,0.1176,0E0
201044 (average),137.6000,2.5631,2.8545,500.0000,0.9564,34.4000,2.6928,0.9537,0.0180,10128.0000,27.6370,3.9765,0.4390,16.3739,3.1802,3.5382,10.9859,1.6879,2.0895,0.6187,0.0645,0.0132,0.0794,0.0391,0.1181,0.4914,0.0032,0.3666,0.2826,28.0153,0.7748,1.4921,0.3381,14.6474,3.1695,1.0862,1.7907,5.2233,1.9186,0.0521,0.5376,0.7944,0.2108,0.0000,1.4394,0.4717,0.0000,0.0000,0.0000,66.0535,6.6606,0.0403,1.0000,0.0078,0.1673,0.0406,0.0294,0.0000,5.0000,0.0078,0.1673,0.0406,0.0294,0.0000,10.0000,0.0681,0.0861,0.0654,0.0813,0.0000,2.6903,0.0078,0.5554,0.0000,0.0000,0.0015,16.8623,0.2230,0.0467,0.0945,0.1106,0.0000,11.9102,0.1057,0.0695,0.0698,0.0929,0.0000,15.2211,0.1881,0.0538,0.0755,0.1106,0.0000,13.1232,0.1510,0.0755,0.0828,0.0754,0.0000,14.0968,0.1612,0.0660,0.0843,0.0637,0.0000,7.4424,0.0215,0.1391,0.0406,0.0294,0.0000,10.8432,0.0855,0.0773,0.0668,0.0872,0.0000
2988_0,139,2.5806,2.8492,500,0.9650,35,2.1194,0.9357,0.0218,10133,10.7785,9.4263,0.5020,3.4488,3.4898,2.6308,1.8144,29.2254,1.0940,6.8374,0.7133,0.5548,0.2565,0.1118,2.1571,0.4371,0.0000,0.0000,0.6279,25.8943,0.0000,0.0000,0.0000,0.0000,2.9417,2.2448,1.3798,2.9276,0.0438,0.0000,1.0846,2.9802,0.0000,0.1555,3.5330,0.4437,0.0000,0.0000,1.5631,80.7020,6.6449,0.0415,1.0000,0.0052,0.1565,0.0432,0.0857,2.822E-35,5.0000,0.0145,0.1231,0.0432,0.0857,2.274E-46,10.0000,0.1800,0.0622,0.0432,0.2000,0E0,0.1873,0.0052,0.8030,0.0000,0.0000,1.694E-3,20.3116,0.4116,0.0392,0.0935,0.2571,0E0,12.0866,0.2354,0.0554,0.0576,0.2286,0E0,10.4667,0.1928,0.0604,0.0432,0.2000,0E0,6.4599,0.0577,0.0858,0.0432,0.0857,0E0,7.8860,0.1098,0.0726,0.0432,0.0857,0E0,5.6622,0.0299,0.1000,0.0432,0.0857,2.408E-58,7.4521,0.0882,0.0758,0.0432,0.0857,0E0
2988_1,139,2.3958,2.6745,500,0.9543,35,3.0898,0.9854,0.0027,10130,10.0632,4.0884,0.7825,3.4527,3.4019,1.4363,4.0092,37.7759,1.2073,6.8109,0.3966,0.6309,1.4973,0.1189,0.6786,1.0420,0.0000,0.0000,0.0000,22.6074,5.8011,0.0000,0.0000,1.7852,0.0000,0.0000,0.0000,5.3877,3.9877,0.0000,0.0000,1.6348,0.0190,0.0000,0.9513,3.5287,2.9303,0.0000,0.0000,73.9743,6.8281,0.0488,1.0000,0.0092,0.1539,0.0000,0.0000,4.707E-44,5.0000,0.0092,0.1539,0.0000,0.0000,4.707E-44,10.0000,0.1068,0.0776,0.0647,0.0000,0E0,6.8960,0.0092,0.1539,0.0000,0.0000,4.707E-44,19.7491,0.4061,0.0448,0.0935,0.0571,0E0,12.2434,0.1931,0.0648,0.0647,0.0000,0E0,13.1483,0.2243,0.0612,0.0647,0.0286,0E0,14.3930,0.2637,0.0572,0.0791,0.0571,0E0,12.9227,0.2135,0.0620,0.0647,0.0000,0E0,6.8960,0.0092,0.1539,0.0000,0.0000,4.707E-44,8.7567,0.0611,0.0911,0.0647,0.0000,0E0
2988_2,139,2.6039,2.8867,500,0.9706,35,2.1998,0.9162,0.0283,10135,9.3510,7.1864,0.6448,3.6812,3.0942,2.7058,4.0616,29.3336,0.8325,8.9695,2.1016,0.0237,1.3032,0.1228,1.1535,0.7695,0.0008,0.0000,0.5638,24.1003,1.3889,1.1971,0.3348,0.9551,2.2582,0.9160,1.5070,5.5624,0.0000,0.3814,2.0466,0.5844,0.0000,0.0000,0.9061,2.0352,0.0000,0.0000,0.0000,79.9267,6.6255,0.0414,1.0000,0.0034,0.1702,0.0288,0.1429,1.478E-27,5.0000,0.0527,0.0900,0.0288,0.1429,5.975E-57,10.0000,0.2126,0.0599,0.0432,0.1429,0E0,0.1227,0.0034,0.8166,0.0000,0.0000,2.524E-3,22.1710,0.4531,0.0369,0.0935,0.1714,0E0,11.4062,0.2439,0.0559,0.0576,0.1429,0E0,9.4002,0.1907,0.0619,0.0288,0.1429,0E0,3.3146,0.0082,0.1429,0.0288,0.1429,7.122E-34,17.3681,0.3629,0.0437,0.0647,0.1429,0E0,4.1538,0.0292,0.1054,0.0288,0.1429,7.521E-48,6.7474,0.1137,0.0744,0.0288,0.1429,0E0
2988_3,139,2.4065,2.7003,500,0.9549,35,2.9811,0.9840,0.0020,10130,9.4951,6.0039,1.6587,2.9434,2.9712,2.7124,3.9349,36.6915,0.6966,6.3846,0.9805,0.6699,1.2562,0.1135,0.7196,0.4575,0.0043,0.0097,0.0002,22.2964,2.4633,0.7963,1.1881,0.0000,2.1487,2.0367,0.4992,3.3846,2.7752,2.1285,0.0000,0.0000,1.8957,0.0000,0.0000,0.0000,0.1441,0.0000,1.5066,79.0330,6.8167,0.0482,1.0000,0.0093,0.1528,0.0647,0.0000,2.09E-44,5.0000,0.0093,0.1528,0.0647,0.0000,2.09E-44,10.0000,0.1019,0.0780,0.0647,0.0000,0E0,0.3248,0.0092,0.7995,0.0000,0.0000,1.525E-3,18.8884,0.3708,0.0460,0.0935,0.0000,0E0,12.2470,0.1844,0.0648,0.0647,0.0000,0E0,13.0332,0.2116,0.0616,0.0647,0.0000,0E0,21.7993,0.4360,0.0410,0.1223,0.0286,0E0,21.5489,0.4341,0.0414,0.1079,0.0000,0E0,7.9408,0.0352,0.1072,0.0647,0.0000,0E0,8.8679,0.0639,0.0900,0.0647,0.0000,0E0
2988_4,140,2.4658,2.7498,500,0.9583,34,2.6924,0.9668,0.0136,10132,8.7966,7.4832,0.7871,2.2402,4.0020,1.0148,4.5492,37.1475,1.2045,9.1746,0.8463,0.5527,0.2335,0.1605,0.9020,0.4629,0.0000,0.0030,0.0070,20.4324,0.0000,4.8781,1.6231,0.3875,0.5480,2.8042,0.6862,6.1205,4.5742,0.0000,0.0000,0.0000,1.4643,1.2323,2.0849,0.0000,0.0000,0.0000,0.0000,73.5968,6.7641,0.0461,1.0000,0.0077,0.1550,0.0000,0.0000,1.59E-42,5.0000,0.0077,0.1550,0.0000,0.0000,1.59E-42,10.0000,0.1337,0.0713,0.0571,0.0294,0E0,6.1077,0.0077,0.1550,0.0000,0.0000,1.59E-42,16.3465,0.3321,0.0497,0.1000,0.1176,0E0,12.8009,0.2277,0.0588,0.0571,0.0294,0E0,12.8009,0.2277,0.0588,0.0571,0.0294,0E0,15.0320,0.2969,0.0527,0.0786,0.0588,0E0,15.0096,0.2954,0.0527,0.0786,0.0294,0E0,6.1077,0.0077,0.1550,0.0000,0.0000,1.59E-42,8.2669,0.0705,0.0855,0.0571,0.0294,0E0
2988 (average),139.2000,2.4905,2.7721,500.0000,0.9606,34.8000,2.6165,0.9576,0.0137,10132.0000,9.6969,6.8376,0.8750,3.1533,3.3918,2.1000,3.6739,34.0348,1.0070,7.6354,1.0077,0.4864,0.9093,0.1255,1.1222,0.6338,0.0010,0.0025,0.2398,23.0662,1.9307,1.3743,0.6292,0.6256,1.5793,1.6003,0.8144,4.6766,2.2762,0.5020,0.6262,1.0399,0.6758,0.2776,1.4951,1.2015,0.6149,0.0000,0.6139,77.4466,6.7359,0.0452,1.0000,0.0070,0.1577,0.0273,0.0457,0.0000,5.0000,0.0187,0.1350,0.0273,0.0457,0.0000,10.0000,0.1470,0.0698,0.0546,0.0745,0.0000,2.7277,0.0069,0.5456,0.0000,0.0000,0.0011,19.4933,0.3947,0.0433,0.0948,0.1206,0.0000,12.1568,0.2169,0.0599,0.0603,0.0802,0.0000,11.7699,0.2094,0.0608,0.0517,0.0802,0.0000,12.1998,0.2125,0.0759,0.0704,0.0746,0.0000,14.9471,0.2831,0.0545,0.0718,0.0516,0.0000,6.1521,0.0222,0.1243,0.0273,0.0457,0.0000,8.0182,0.0795,0.0834,0.0517,0.0516,0.0000
357_0,58,2.8789,3.4493,500,0.9448,15,4.2150,0.9961,0.0007,10050,10.5989,2.0542,4.5030,6.7845,2.1285,1.0469,3.1755,31.3486,0.5966,0.1689,0.4128,0.6115,1.1672,0.0000,14.1752,0.0090,0.7593,1.0301,0.0009,19.4284,9.4496,1.1348,0.0000,0.0000,3.7018,5.9294,1.1259,28.7569,2.0801,0.0000,0.8118,0.0000,0.0000,0.0000,41.7538,1.1311,0.5928,0.0000,0.0000,3.5319,6.3409,0.0272,1.0000,0.0111,0.0994,0.1207,0.0000,9.141E-16,5.0000,0.0111,0.0994,0.1207,0.0000,9.141E-16,10.0000,0.0111,0.0994,0.1207,0.0000,9.141E-16,0.8689,0.0110,0.7512,0.0000,0.0000,1.37E-2,0.8689,0.0110,0.7512,0.0000,0.0000,1.37E-2,13.6954,0.0111,0.0994,0.1207,0.0000,9.141E-16,31.0650,0.5967,0.0129,0.1207,0.0000,4.75E-29,42.4247,0.8504,0.0082,0.2586,0.0000,4.728E-32,42.4247,0.8504,0.0082,0.2586,0.0000,4.728E-32,0.8689,0.0110,0.7512,0.0000,0.0000,1.37E-2,15.3591,0.0404,0.0564,0.1207,0.0000,1.867E-19
357_1,58,3.1157,3.6534,500,0.9583,15,3.2424,0.9371,0.0378,10052,7.3320,0.0005,7.4440,3.4932,0.0000,6.1636,5.9089,29.6413,0.0002,0.4594,0.4396,0.6266,3.0961,0.0000,15.2310,0.0196,0.8112,0.0000,0.4929,18.8398,2.2518,0.0000,1.0475,10.8106,0.0000,2.3783,5.2356,34.1360,0.0000,0.0000,1.6955,0.0000,0.0000,0.0000,32.0747,0.0000,2.1150,0.0000,0.0000,8.2550,6.0956,0.0216,1.0000,0.0062,0.1098,0.0000,0.0000,4.081E-15,5.0000,0.0062,0.1098,0.0000,0.0000,4.081E-15,10.0000,0.0086,0.0951,0.0862,0.1333,4.545E-12,9.7536,0.0062,0.1098,0.0000,0.0000,4.081E-15,20.0607,0.2784,0.0189,0.0862,0.1333,3.984E-21,10.1967,0.0109,0.0863,0.0862,0.1333,1.299E-12,20.0607,0.2784,0.0189,0.0862,0.1333,3.984E-21,9.7550,0.0062,0.1098,0.0862,0.1333,2.865E-11,9.7536,0.0062,0.1098,0.0000,0.0000,4.081E-15,9.7536,0.0062,0.1098,0.0000,0.0000,4.081E-15,12.5367,0.0495,0.0441,0.0862,0.1333,2.285E-16
357_2,58,3.0102,3.5868,500,0.9518,15,3.7105,0.9670,0.0274,10051,11.4622,2.1528,5.0672,3.8391,0.0214,5.5794,5.2276,34.6562,0.0000,0.5120,0.1785,0.5953,1.6603,0.0000,14.2978,0.0293,0.0004,0.0000,0.0000,14.7206,0.0000,1.8003,0.0000,8.6100,0.0000,9.2101,2.3091,0.0000,0.0000,0.0000,2.6201,0.5392,4.5547,0.0000,55.1479,0.0000,0.0000,0.0000,0.0000,15.2085,6.2106,0.0240,1.0000,0.0084,0.1037,0.1034,0.0667,2.244E-13,5.0000,0.0084,0.1037,0.1034,0.0667,2.244E-13,10.0000,0.0084,0.1037,0.1034,0.0667,2.244E-13,0.7460,0.0084,0.7554,0.0000,0.0000,1.49E-2,0.7460,0.0084,0.7554,0.0000,0.0000,1.49E-2,11.7981,0.0084,0.1035,0.1034,0.0667,2.185E-13,28.3403,0.5516,0.0130,0.1034,0.0667,6.048E-26,12.8670,0.0234,0.0667,0.1034,0.0667,4.812E-16,34.7834,0.7146,0.0098,0.1552,0.0667,1.202E-27,0.7460,0.0084,0.7554,0.0000,0.0000,1.49E-2,14.0418,0.0457,0.0494,0.1034,0.0667,7.475E-18
357_3,59,3.2633,3.8359,500,0.9661,14,2.5291,0.8994,0.0479,10054,6.9763,6.8895,9.0857,6.5022,2.4377,2.2319,3.5514,26.4722,0.1449,0.1287,1.0586,0.4137,0.9480,0.0000,13.0034,0.0040,0.1702,1.0533,0.0759,18.8523,0.0000,0.0000,4.0440,5.9510,2.9828,9.4409,0.0000,45.5684,1.2276,0.0000,4.9657,1.1759,3.2240,0.0000,10.6437,0.5249,1.2620,4.7563,0.0000,4.2329,5.9482,0.0189,1.0000,0.0042,0.1177,0.0000,0.0000,9.751E-14,5.0000,0.0042,0.1177,0.0000,0.0000,9.751E-14,10.0000,0.0352,0.0463,0.0678,0.2143,6.778E-13,7.7729,0.0042,0.1177,0.0000,0.0000,9.751E-14,28.6403,0.5904,0.0108,0.0847,0.3571,3.944E-15,8.7369,0.0136,0.0678,0.0678,0.2143,4.201E-11,25.3689,0.5024,0.0124,0.0678,0.3571,1.343E-14,7.7740,0.0043,0.1177,0.0678,0.2143,1.548E-8,7.7729,0.0042,0.1177,0.0000,0.0000,9.751E-14,7.7729,0.0042,0.1177,0.0000,0.0000,9.751E-14,10.9801,0.0550,0.0381,0.0678,0.2143,8.022E-14
357_4,59,3.0425,3.5803,500,0.9518,14,3.5253,0.9634,0.0295,10053,6.8543,0.0004,6.6604,2.8546,0.6412,3.7623,8.6512,33.3434,0.6369,1.6817,0.3404,0.0007,1.6275,0.8103,13.6100,0.0100,0.7365,0.0031,0.0000,17.7749,0.2847,0.0000,0.0000,4.6430,4.5208,0.0000,1.8135,45.2758,0.0000,0.0000,0.0000,4.3759,3.6238,0.0000,20.3054,0.0000,0.4246,0.4384,0.0000,14.2943,6.1823,0.0232,1.0000,0.0080,0.1089,0.0000,0.0000,3.309E-14,5.0000,0.0080,0.1089,0.0000,0.0000,3.309E-14,10.0000,0.0080,0.1089,0.0000,0.0000,3.309E-14,11.6336,0.0080,0.1089,0.0000,0.0000,3.309E-14,11.6336,0.0080,0.1089,0.0000,0.0000,3.309E-14,11.7659,0.0092,0.1017,0.1017,0.0714,1.571E-12,11.6336,0.0080,0.1089,0.0000,0.0000,3.309E-14,12.5978,0.0188,0.0714,0.1017,0.0714,1.645E-14,22.7108,0.3343,0.0171,0.1017,0.0714,1.483E-22,11.6336,0.0080,0.1089,0.0000,0.0000,3.309E-14,13.9998,0.0441,0.0481,0.1017,0.0714,9.986E-17
357 (average),58.4000,3.0621,3.6211,500.0000,0.9546,14.6000,3.4445,0.9526,0.0287,10052.0000,8.6447,2.2195,6.5521,4.6947,1.0458,3.7568,5.3029,31.0923,0.2757,0.5901,0.4860,0.4496,1.6998,0.1621,14.0635,0.0144,0.4955,0.4173,0.1139,17.9232,2.3972,0.5870,1.0183,6.0029,2.2411,5.3917,2.0968,30.7474,0.6615,0.0000,2.0186,1.2182,2.2805,0.0000,31.9851,0.3312,0.8789,1.0389,0.0000,9.1045,6.1555,0.0230,1.0000,0.0076,0.1079,0.0448,0.0133,0.0000,5.0000,0.0076,0.1079,0.0448,0.0133,0.0000,10.0000,0.0143,0.0907,0.0756,0.0829,0.0000,6.1550,0.0076,0.3686,0.0000,0.0000,0.0057,12.3899,0.1792,0.3290,0.0342,0.0981,0.0057,11.2386,0.0106,0.0917,0.0960,0.0971,0.0000,23.2937,0.3874,0.0332,0.0756,0.1114,0.0000,17.0837,0.1806,0.0748,0.1235,0.0971,0.0000,23.4891,0.3819,0.0525,0.1031,0.0276,0.0000,6.1550,0.0076,0.3686,0.0000,0.0000,0.0057,13.3835,0.0469,0.0472,0.0960,0.0971,0.0000
3834_0,113,2.6493,2.8890,500,0.9707,29,2.5082,0.9477,0.0227,10110,6.9051,6.9713,3.2842,2.7992,4.9430,1.4653,1.0896,45.9725,0.7806,0.0047,3.6358,0.5314,0.6959,0.1980,0.1514,0.0094,0.1865,0.0000,0.0107,20.3654,4.9571,5.0727,12.3485,0.0000,5.1664,0.0000,0.0000,14.5304,5.8242,0.1676,3.7572,0.4858,0.0000,0.0549,2.4628,0.0000,1.0148,0.0000,0.0000,44.1575,6.5755,0.0397,1.0000,0.0030,0.1729,0.0265,0.0690,1.793E-27,5.0000,0.0633,0.0803,0.0265,0.0690,4.713E-64,10.0000,0.2211,0.0541,0.0354,0.0690,0E0,0.2017,0.0030,0.8209,0.0000,0.0000,5.941E-3,15.4323,0.3718,0.0433,0.0973,0.2069,0E0,11.8464,0.2900,0.0497,0.0531,0.1034,0E0,9.3745,0.2005,0.0560,0.0265,0.0690,0E0,6.3924,0.1085,0.0689,0.0265,0.0690,0E0,11.5273,0.2746,0.0502,0.0442,0.0690,0E0,3.9390,0.0279,0.0976,0.0265,0.0690,5.887E-52,6.0848,0.0977,0.0709,0.0265,0.0690,0E0
3834_1,113,2.6170,2.8660,500,0.9672,29,2.6578,0.9638,0.0161,10109,7.5793,8.0297,3.2972,2.7890,3.8621,1.4692,1.0684,45.7756,0.8474,0.0127,1.4836,0.6278,0.0717,0.1646,0.0802,0.2860,0.4128,0.0024,0.0000,22.1403,4.5122,1.1846,4.7070,1.2624,0.0000,0.0000,4.5489,11.4699,2.4975,0.0000,2.8494,1.5553,0.0000,0.0000,0.0000,2.9416,5.4827,0.0000,0.0000,56.9886,6.6037,0.0403,1.0000,0.0041,0.1628,0.0000,0.0000,1.36E-34,5.0000,0.0317,0.0915,0.0354,0.0345,3.306E-60,10.0000,0.2035,0.0551,0.0531,0.0345,0E0,3.9381,0.0041,0.1628,0.0000,0.0000,1.36E-34,16.4344,0.4017,0.0418,0.0973,0.2069,0E0,10.6672,0.2272,0.0531,0.0531,0.0345,0E0,8.2189,0.1513,0.0617,0.0354,0.0345,0E0,11.8224,0.2608,0.0501,0.0531,0.0345,0E0,11.8224,0.2608,0.0501,0.0531,0.0345,0E0,3.9381,0.0041,0.1628,0.0000,0.0000,1.36E-34,6.3607,0.0817,0.0729,0.0354,0.0345,0E0
3834_2,114,2.6538,2.8838,500,0.9708,28,2.5053,0.9471,0.0235,10111,7.4420,6.9023,2.4218,1.1486,3.6287,0.5718,3.2847,47.1743,0.5398,0.0000,4.3279,0.4333,1.2899,0.1534,0.0742,1.2192,0.3038,0.0000,0.0000,19.0843,0.0000,1.4387,14.9222,0.2292,1.7313,0.0000,0.0000,9.2803,4.6226,0.0000,0.7028,0.5974,5.3169,0.0000,0.0000,0.0556,3.5038,0.0000,0.0000,57.5993,6.5674,0.0394,1.0000,0.0029,0.1751,0.0263,0.0714,4.688E-26,5.0000,0.0653,0.0779,0.0263,0.0714,1.42E-63,10.0000,0.2332,0.0534,0.0439,0.0714,0E0,0.2154,0.0029,0.8230,0.0000,0.0000,7.059E-3,14.0779,0.3389,0.0449,0.0965,0.1071,0E0,10.3239,0.2439,0.0526,0.0526,0.0714,0E0,7.7179,0.1595,0.0608,0.0263,0.0714,0E0,5.7517,0.0920,0.0714,0.0263,0.0714,0E0,13.2836,0.3165,0.0463,0.0965,0.0714,0E0,3.9150,0.0276,0.0954,0.0263,0.0714,3.456E-51,5.9060,0.0990,0.0703,0.0263,0.0714,0E0
3834_3,114,2.5430,2.7794,500,0.9629,28,2.9554,0.9816,0.0033,10109,6.8175,7.4145,0.8181,4.8822,5.2068,1.5253,1.1157,45.8984,0.7493,0.0137,3.0559,0.6625,0.4229,0.1701,0.0509,0.9605,0.4184,0.0014,0.0000,19.8158,1.1845,0.0000,5.1221,0.0000,0.0000,1.2070,0.0000,2.7823,4.1512,0.0000,0.2991,0.0000,1.1252,0.0000,0.0000,0.0000,1.4558,1.4751,0.0000,81.1976,6.6745,0.0430,1.0000,0.0053,0.1532,0.0000,0.0000,8.011E-36,5.0000,0.0091,0.1272,0.0439,0.0000,5.525E-44,10.0000,0.1871,0.0588,0.0439,0.0357,0E0,4.7618,0.0053,0.1532,0.0000,0.0000,8.011E-36,16.0847,0.3911,0.0443,0.0965,0.0714,0E0,11.9854,0.2645,0.0526,0.0526,0.0357,0E0,11.4610,0.2480,0.0539,0.0439,0.0357,0E0,13.8792,0.3246,0.0483,0.0614,0.0357,0E0,7.0744,0.0878,0.0745,0.0439,0.0000,0E0,4.7618,0.0053,0.1532,0.0000,0.0000,8.011E-36,6.6707,0.0753,0.0782,0.0439,0.0000,0E0
3834_4,114,2.5439,2.7858,500,0.9634,28,2.9278,0.9810,0.0036,10109,6.8812,8.5121,2.9115,1.3709,3.8896,0.6448,3.0919,45.4931,0.4186,0.0056,3.0690,0.7028,0.3535,0.2648,0.0917,0.5269,0.4089,0.0000,0.0000,21.3630,0.9028,2.5680,2.0735,1.1282,0.0000,0.0000,1.2017,0.4702,0.4799,0.0000,0.0000,0.0000,1.2550,0.0000,0.0000,1.5882,4.3159,0.0000,0.0000,84.0165,6.6756,0.0429,1.0000,0.0054,0.1561,0.0000,0.0000,4.341E-35,5.0000,0.0087,0.1331,0.0439,0.0000,7.658E-42,10.0000,0.1868,0.0596,0.0526,0.0357,0E0,4.7950,0.0054,0.1561,0.0000,0.0000,4.341E-35,13.6901,0.3010,0.0494,0.0965,0.1071,0E0,10.7474,0.2175,0.0571,0.0614,0.0357,0E0,9.1358,0.1653,0.0631,0.0439,0.0357,0E0,10.9983,0.2245,0.0563,0.0614,0.0714,0E0,7.8509,0.1165,0.0698,0.0439,0.0000,0E0,4.7950,0.0054,0.1561,0.0000,0.0000,4.341E-35,6.8052,0.0747,0.0783,0.0439,0.0000,0E0
3834 (average),113.6000,2.6014,2.8408,500.0000,0.9670,28.4000,2.7109,0.9642,0.0138,10109.6000,7.1250,7.5660,2.5466,2.5980,4.3060,1.1353,1.9301,46.0628,0.6671,0.0073,3.1144,0.5916,0.5668,0.1902,0.0897,0.6004,0.3461,0.0008,0.0021,20.5538,2.3113,2.0528,7.8347,0.5240,1.3795,0.2414,1.1501,7.7066,3.5151,0.0335,1.5217,0.5277,1.5394,0.0110,0.4926,0.9171,3.1546,0.2950,0.0000,64.7919,6.6193,0.0411,1.0000,0.0041,0.1640,0.0106,0.0281,0.0000,5.0000,0.0356,0.1020,0.0352,0.0350,0.0000,10.0000,0.2063,0.0562,0.0458,0.0493,0.0000,2.7824,0.0041,0.4232,0.0000,0.0000,0.0026,15.1439,0.3609,0.0447,0.0968,0.1399,0.0000,11.1141,0.2486,0.0530,0.0546,0.0561,0.0000,9.1816,0.1849,0.0591,0.0352,0.0493,0.0000,9.7688,0.2021,0.0590,0.0457,0.0564,0.0000,10.3117,0.2112,0.0582,0.0563,0.0350,0.0000,4.2698,0.0141,0.1330,0.0106,0.0281,0.0000,6.3655,0.0857,0.0741,0.0352,0.0350,0.0000
